rank	pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes	hi_disease_genes	omim_examples
952	NAHR_01416_chr17_18M	chr17	18823787	18848096	20324531	20348106	18848096	20324531	1476435	23942	0.9865	4.320	51	7	0		
953	NAHR_02869_chrY_21M	chrY	21492775	21506219	22408402	22421853	21506219	22408402	902183	13447	0.9882	4.080	13	8	0		RBMY1A1=HP:0000028:Cryptorchidism
954	NAHR_02894_chrY_21M	chrY	21492775	21506219	22408402	22421853	21506219	22408402	902183	13447	0.9882	4.080	13	8	0		RBMY1A1=HP:0000028:Cryptorchidism
955	NAHR_02872_chrY_21M	chrY	21506231	21529759	22398245	22421853	21529759	22398245	868486	23568	0.9870	4.315	11	7	0		RBMY1A1=HP:0000028:Cryptorchidism
956	NAHR_02893_chrY_21M	chrY	21506231	21529759	22398245	22421853	21529759	22398245	868486	23568	0.9870	4.315	11	7	0		RBMY1A1=HP:0000028:Cryptorchidism
957	NAHR_01754_chr2_108M	chr2	108719337	108771738	109794198	109841441	108771738	109794198	1022460	49822	0.9759	4.584	12	6	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
958	NAHR_01760_chr2_108M	chr2	108719337	108771738	109794198	109841441	108771738	109794198	1022460	49822	0.9759	4.584	12	6	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
959	NAHR_02316_chr7_29M	chr7	29652963	29701061	32712678	32761375	29701061	32712678	3011617	48397	0.9763	4.574	44	6	0		FKBP14=HP:0001561:Polyhydramnios
960	NAHR_02325_chr7_29M	chr7	29652963	29701061	32712678	32761375	29701061	32712678	3011617	48397	0.9763	4.574	44	6	0		FKBP14=HP:0001561:Polyhydramnios
961	NAHR_02012_chr22_20M	chr22	20678347	20683731	21057379	21062735	20683731	21057379	373648	5370	0.9808	3.658	22	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
962	NAHR_02024_chr22_20M	chr22	20678347	20683731	21057379	21062735	20683731	21057379	373648	5370	0.9808	3.658	22	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
963	NAHR_00952_chr15_84M	chr15	84503845	84519181	85238085	85253286	84519181	85238085	718904	15268	0.9711	4.063	21	8	0		
964	NAHR_00961_chr15_84M	chr15	84503845	84519181	85238085	85253286	84519181	85238085	718904	15268	0.9711	4.063	21	8	0		
965	NAHR_00964_chr15_99M	chr15	99799755	99814438	101738310	101753022	99814438	101738310	1923872	14697	0.9729	4.054	41	8	0		ADAMTS17=HP:0030680:Abnormal cardiovascular system morphology
966	NAHR_00965_chr15_99M	chr15	99799755	99814438	101738310	101753022	99814438	101738310	1923872	14697	0.9729	4.054	41	8	0		ADAMTS17=HP:0030680:Abnormal cardiovascular system morphology
967	NAHR_00161_chr1_144M	chr1	144357957	144394054	146328663	146365230	144394054	146328663	1934609	36332	0.9906	4.517	45	6	0		
968	NAHR_00312_chr1_144M	chr1	144357957	144394054	146328663	146365230	144394054	146328663	1934609	36332	0.9906	4.517	45	6	0		
969	NAHR_01758_chr2_110M	chr2	109736854	110095177	110276210	110634615	110095177	110276210	181033	358364	0.9988	5.548	5	3	0		NPHP1=HP:0100259:Postaxial polydactyly
970	NAHR_01771_chr2_110M	chr2	109736854	110095177	110276210	110634615	110095177	110276210	181033	358364	0.9988	5.548	5	3	0		NPHP1=HP:0100259:Postaxial polydactyly
971	NAHR_00288_chr1_146M	chr1	146079057	146084390	148103790	148109148	146084390	148103790	2019400	5345	0.9630	3.590	32	10	0		
972	NAHR_00365_chr1_146M	chr1	146079057	146084390	148103790	148109148	146084390	148103790	2019400	5345	0.9630	3.590	32	10	0		
973	NAHR_00294_chr1_146M	chr1	146097954	146103273	148103790	148109148	146103273	148103790	2000517	5338	0.9627	3.589	32	10	0		
974	NAHR_00364_chr1_146M	chr1	146097954	146103273	148103790	148109148	146103273	148103790	2000517	5338	0.9627	3.589	32	10	0		
975	NAHR_00220_chr1_145M	chr1	145332978	145405387	146066486	146138525	145405387	146066486	661099	72224	0.9849	4.785	29	5	0		
976	NAHR_00285_chr1_145M	chr1	145332978	145405387	146066486	146138525	145405387	146066486	661099	72224	0.9849	4.785	29	5	0		
977	NAHR_00707_chr15_20M	chr15	20513661	20528878	23428251	23438465	20528878	23428251	2899373	12715	0.9696	3.979	56	8	0		
978	NAHR_00748_chr15_20M	chr15	20513661	20528878	23428251	23438465	20528878	23428251	2899373	12715	0.9696	3.979	56	8	0		
979	NAHR_01752_chr2_108M	chr2	108650578	108687692	109894243	109926072	108687692	109894243	1206551	34471	0.9861	4.474	12	6	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
980	NAHR_01767_chr2_108M	chr2	108650578	108687692	109894243	109926072	108687692	109894243	1206551	34471	0.9861	4.474	12	6	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
981	NAHR_00183_chr1_144M	chr1	144435041	144457962	146942133	146965173	144457962	146942133	2484171	22980	0.9652	4.210	51	7	0		
982	NAHR_00323_chr1_144M	chr1	144435041	144457962	146942133	146965173	144457962	146942133	2484171	22980	0.9652	4.210	51	7	0		
983	NAHR_00729_chr15_22M	chr15	22420315	22482362	23311344	23372723	22482362	23311344	828982	61713	0.9847	4.717	16	5	0		
984	NAHR_00742_chr15_22M	chr15	22420315	22482362	23311344	23372723	22482362	23311344	828982	61713	0.9847	4.717	16	5	0		
985	NAHR_00343_chr1_147M	chr1	147014978	147025010	148088430	148098457	147025010	148088430	1063420	10029	0.9812	3.926	19	8	0		
986	NAHR_00350_chr1_147M	chr1	147014978	147025010	148088430	148098457	147025010	148088430	1063420	10029	0.9812	3.926	19	8	0		
987	NAHR_02909_chrY_24M	chrY	23358995	24124586	25545548	26311622	24124586	25545548	1420962	765832	0.9998	5.883	12	2	0		
988	NAHR_02924_chrY_24M	chrY	23358995	24124586	25545548	26311622	24124586	25545548	1420962	765832	0.9998	5.883	12	2	0		
989	NAHR_00798_chr15_28M	chr15	28697783	28714168	30133301	30149675	28714168	30133301	1419133	16379	0.9835	4.145	24	7	0		
990	NAHR_00815_chr15_28M	chr15	28697783	28714168	30133301	30149675	28714168	30133301	1419133	16379	0.9835	4.145	24	7	0		
991	NAHR_00177_chr1_144M	chr1	144423334	144440116	146972672	146989495	144440116	146972672	2532556	16802	0.9767	4.127	51	7	0		
992	NAHR_00333_chr1_144M	chr1	144423334	144440116	146972672	146989495	144440116	146972672	2532556	16802	0.9767	4.127	51	7	0		
993	NAHR_01794_chr2_130M	chr2	130061239	130121625	130610420	130671458	130121625	130610420	488795	60712	0.9767	4.672	20	5	0		SMPD4=HP:0000193:Bifid uvula
994	NAHR_01801_chr2_130M	chr2	130061239	130121625	130610420	130671458	130121625	130610420	488795	60712	0.9767	4.672	20	5	0		SMPD4=HP:0000193:Bifid uvula
995	NAHR_01923_chr22_15M	chr22	15205098	15405645	16079322	16231898	15405645	16079322	673677	176561	0.9515	4.992	10	4	0		
996	NAHR_01928_chr22_15M	chr22	15205098	15405645	16079322	16231898	15405645	16079322	673677	176561	0.9515	4.992	10	4	0		
997	NAHR_00515_chr10_45M	chr10	45748307	45769412	50044584	50065462	45769412	50044584	4275172	20991	0.9513	4.111	83	7	0		
998	NAHR_00584_chr10_45M	chr10	45748307	45769412	50044584	50065462	45769412	50044584	4275172	20991	0.9513	4.111	83	7	0		
999	NAHR_02912_chrY_24M	chrY	24128531	24775999	24894109	25541603	24775999	24894109	118110	647481	0.9997	5.809	2	2	0		DAZ3=HP:0000028:Cryptorchidism;DAZ4=HP:0000028:Cryptorchidism
1000	NAHR_02923_chrY_24M	chrY	24128531	24775999	24894109	25541603	24775999	24894109	118110	647481	0.9997	5.809	2	2	0		DAZ3=HP:0000028:Cryptorchidism;DAZ4=HP:0000028:Cryptorchidism
1001	NAHR_01768_chr2_109M	chr2	109930242	109975560	110228182	110273511	109975560	110228182	252622	45323	0.9976	4.645	7	5	0		
1002	NAHR_01770_chr2_109M	chr2	109930242	109975560	110228182	110273511	109975560	110228182	252622	45323	0.9976	4.645	7	5	0		
1003	NAHR_02896_chrY_22M	chrY	22493309	22722163	23474026	23702782	22722163	23474026	751863	228805	0.9990	5.354	5	3	0		BPY2=HP:0011462:Young adult onset;DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1004	NAHR_02910_chrY_22M	chrY	22493309	22722163	23474026	23702782	22722163	23474026	751863	228805	0.9990	5.354	5	3	0		BPY2=HP:0011462:Young adult onset;DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1005	NAHR_00836_chr15_30M	chr15	30642954	30662071	32407365	32426385	30662071	32407365	1745294	19068	0.9500	4.066	17	7	0		FAN1=HP:0003076:Glycosuria
1006	NAHR_00849_chr15_30M	chr15	30642954	30662071	32407365	32426385	30662071	32407365	1745294	19068	0.9500	4.066	17	7	0		FAN1=HP:0003076:Glycosuria
1007	NAHR_00705_chr15_20M	chr15	20428924	20642147	22358242	22571453	20642147	22358242	1716095	213217	0.9970	5.313	34	3	0		
1008	NAHR_00728_chr15_20M	chr15	20428924	20642147	22358242	22571453	20642147	22358242	1716095	213217	0.9970	5.313	34	3	0		
1009	NAHR_00512_chr10_45M	chr10	45705383	45723835	50088982	50107506	45723835	50088982	4365147	18488	0.9519	4.062	85	7	0		
1010	NAHR_00587_chr10_45M	chr10	45705383	45723835	50088982	50107506	45723835	50088982	4365147	18488	0.9519	4.062	85	7	0		
1011	NAHR_02415_chr7_75M	chr7	75309364	75356046	77011520	77058788	75356046	77011520	1655474	46975	0.9835	4.595	34	5	0		
1012	NAHR_02438_chr7_75M	chr7	75309364	75356046	77011520	77058788	75356046	77011520	1655474	46975	0.9835	4.595	34	5	0		
1013	NAHR_00648_chr13_19M	chr13	19547329	19561965	21259623	21276789	19561965	21259623	1697658	15901	0.9642	4.051	30	7	0		
1014	NAHR_00650_chr13_19M	chr13	19547329	19561965	21259623	21276789	19561965	21259623	1697658	15901	0.9642	4.051	30	7	0		
1015	NAHR_02874_chrY_21M	chrY	21529771	21553627	22398245	22422166	21553627	22398245	844618	23888	0.9829	4.303	10	6	0		PRY2=HP:0011462:Young adult onset
1016	NAHR_02892_chrY_21M	chrY	21529771	21553627	22398245	22422166	21553627	22398245	844618	23888	0.9829	4.303	10	6	0		PRY2=HP:0011462:Young adult onset
1017	NAHR_00883_chr15_77M	chr15	77946275	77954459	78741558	78749757	77954459	78741558	787099	8191	0.9769	3.823	26	8	0		TBC1D2B=HP:0030793:Jaw swelling
1018	NAHR_00885_chr15_77M	chr15	77946275	77954459	78741558	78749757	77954459	78741558	787099	8191	0.9769	3.823	26	8	0		TBC1D2B=HP:0030793:Jaw swelling
1019	NAHR_02322_chr7_32M	chr7	32617139	32681318	34951437	35015913	32681318	34951437	2270119	64327	0.9530	4.582	23	5	0		
1020	NAHR_02332_chr7_32M	chr7	32617139	32681318	34951437	35015913	32681318	34951437	2270119	64327	0.9530	4.582	23	5	0		
1021	NAHR_00569_chr10_48M	chr10	47998725	48047451	49972840	50021726	48047451	49972840	1925389	48806	0.9727	4.560	34	5	0		
1022	NAHR_00576_chr10_48M	chr10	47998725	48047451	49972840	50021726	48047451	49972840	1925389	48806	0.9727	4.560	34	5	0		
1023	NAHR_00560_chr10_47M	chr10	47490634	47539335	49972843	50021726	47539335	49972843	2433508	48792	0.9719	4.557	43	5	0		
1024	NAHR_00578_chr10_47M	chr10	47490634	47539335	49972843	50021726	47539335	49972843	2433508	48792	0.9719	4.557	43	5	0		
1025	NAHR_00205_chr1_145M	chr1	145223538	145262593	146328663	146365226	145262593	146328663	1066070	37809	0.9907	4.535	34	5	0		
1026	NAHR_00310_chr1_145M	chr1	145223538	145262593	146328663	146365226	145262593	146328663	1066070	37809	0.9907	4.535	34	5	0		
1027	NAHR_02329_chr7_32M	chr7	32811238	32863446	34903935	34951414	32863446	34903935	2040489	49843	0.9622	4.520	15	5	0		NT5C3A=HP:6000240:Reduced circulating pyrimidine 5-prime-nucleotidase activity;RP9=HP:0030610:Photoreceptor outer segment loss on macular OCT
1028	NAHR_02331_chr7_32M	chr7	32811238	32863446	34903935	34951414	32863446	34903935	2040489	49843	0.9622	4.520	15	5	0		NT5C3A=HP:6000240:Reduced circulating pyrimidine 5-prime-nucleotidase activity;RP9=HP:0030610:Photoreceptor outer segment loss on macular OCT
1029	NAHR_00238_chr1_145M	chr1	145383620	145405387	146972670	146994453	145405387	146972670	1567283	21775	0.9723	4.218	39	6	0		
1030	NAHR_00332_chr1_145M	chr1	145383620	145405387	146972670	146994453	145405387	146972670	1567283	21775	0.9723	4.218	39	6	0		
1031	NAHR_00799_chr15_28M	chr15	28697783	28717453	30077907	30097613	28717453	30077907	1360454	19688	0.9810	4.212	22	6	0		
1032	NAHR_00810_chr15_28M	chr15	28697783	28717453	30077907	30097613	28717453	30077907	1360454	19688	0.9810	4.212	22	6	0		
1033	NAHR_00244_chr1_145M	chr1	145400308	145421913	146942133	146965184	145421913	146942133	1520220	22328	0.9664	4.203	39	6	0		
1034	NAHR_00322_chr1_145M	chr1	145400308	145421913	146942133	146965184	145421913	146942133	1520220	22328	0.9664	4.203	39	6	0		
1035	NAHR_02898_chrY_23M	chrY	22746680	23142275	24380449	24775999	23142275	24380449	1238174	395572	0.9995	5.594	7	2	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1036	NAHR_02913_chrY_23M	chrY	22746680	23142275	24380449	24775999	23142275	24380449	1238174	395572	0.9995	5.594	7	2	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1037	NAHR_01400_chr17_18M	chr17	18611954	18625928	20883174	20896400	18625928	20883174	2257246	13600	0.9544	3.945	79	7	0		
1038	NAHR_01430_chr17_18M	chr17	18611954	18625928	20883174	20896400	18625928	20883174	2257246	13600	0.9544	3.945	79	7	0		
1039	NAHR_00803_chr15_28M	chr15	28730150	28752327	30463276	30485339	28752327	30463276	1710949	22120	0.9645	4.191	30	6	0		
1040	NAHR_00825_chr15_28M	chr15	28730150	28752327	30463276	30485339	28752327	30463276	1710949	22120	0.9645	4.191	30	6	0		
1041	NAHR_02171_chr5_0M	chr5	235691	259212	1569857	1594024	259212	1569857	1310645	23844	0.9565	4.187	45	6	0		
1042	NAHR_02179_chr5_0M	chr5	235691	259212	1569857	1594024	259212	1569857	1310645	23844	0.9565	4.187	45	6	0		
1043	NAHR_00173_chr1_144M	chr1	144423181	144440116	146121595	146138523	144440116	146121595	1681479	16931	0.9844	4.163	41	6	0		
1044	NAHR_00303_chr1_144M	chr1	144423181	144440116	146121595	146138523	144440116	146121595	1681479	16931	0.9844	4.163	41	6	0		
1045	NAHR_02422_chr7_75M	chr7	75482932	75515140	76521580	76552786	75515140	76521580	1006440	31707	0.9861	4.438	21	5	0		
1046	NAHR_02430_chr7_75M	chr7	75482932	75515140	76521580	76552786	75515140	76521580	1006440	31707	0.9861	4.438	21	5	0		
1047	NAHR_00731_chr15_22M	chr15	22468054	22496077	23276874	23304936	22496077	23276874	780797	28042	0.9942	4.422	15	5	0		
1048	NAHR_00737_chr15_22M	chr15	22468054	22496077	23276874	23304936	22496077	23276874	780797	28042	0.9942	4.422	15	5	0		
1049	NAHR_02406_chr7_74M	chr7	74893759	74920464	77011520	77037733	74920464	77011520	2091056	26459	0.9935	4.394	43	5	0		
1050	NAHR_02439_chr7_74M	chr7	74893759	74920464	77011520	77037733	74920464	77011520	2091056	26459	0.9935	4.394	43	5	0		
1051	NAHR_00257_chr1_145M	chr1	145574282	145591175	146972670	146989499	145591175	146972670	1381495	16861	0.9731	4.113	37	6	0		
1052	NAHR_00331_chr1_145M	chr1	145574282	145591175	146972670	146989499	145591175	146972670	1381495	16861	0.9731	4.113	37	6	0		
1053	NAHR_00730_chr15_22M	chr15	22420443	22472558	23123714	23174968	22472558	23123714	651156	51684	0.9949	4.689	12	4	0		
1054	NAHR_00734_chr15_22M	chr15	22420443	22472558	23123714	23174968	22472558	23123714	651156	51684	0.9949	4.689	12	4	0		
1055	NAHR_02420_chr7_75M	chr7	75439803	75465108	76624372	76649712	75465108	76624372	1159264	25322	0.9926	4.371	26	5	0		
1056	NAHR_02435_chr7_75M	chr7	75439803	75465108	76624372	76649712	75465108	76624372	1159264	25322	0.9926	4.371	26	5	0		
1057	NAHR_02172_chr5_0M	chr5	288120	305378	1601534	1616995	305378	1601534	1296156	16359	0.9701	4.088	46	6	0		
1058	NAHR_02180_chr5_0M	chr5	288120	305378	1601534	1616995	305378	1601534	1296156	16359	0.9701	4.088	46	6	0		
1059	NAHR_01122_chr16_28M	chr16	28337951	28363510	28637651	28662983	28363510	28637651	274141	25445	0.9893	4.359	17	5	0		
1060	NAHR_01138_chr16_28M	chr16	28337951	28363510	28637651	28662983	28363510	28637651	274141	25445	0.9893	4.359	17	5	0		
1061	NAHR_01793_chr2_130M	chr2	130061239	130121625	130450066	130510332	130121625	130450066	328441	60326	0.9746	4.659	12	4	0		SMPD4=HP:0000193:Bifid uvula
1062	NAHR_01799_chr2_130M	chr2	130061239	130121625	130450066	130510332	130121625	130450066	328441	60326	0.9746	4.659	12	4	0		SMPD4=HP:0000193:Bifid uvula
1063	NAHR_01096_chr16_21M	chr16	21395934	21500740	21828039	21932235	21500740	21828039	327299	104501	0.9973	5.005	10	3	0		
1064	NAHR_01104_chr16_21M	chr16	21395934	21500740	21828039	21932235	21500740	21828039	327299	104501	0.9973	5.005	10	3	0		
1065	NAHR_00544_chr10_46M	chr10	46561416	46840017	47500009	47780368	46840017	47500009	659992	279480	0.9931	5.409	10	2	0		GDF2=HP:0011025:Abnormal cardiovascular system physiology
1066	NAHR_00562_chr10_46M	chr10	46561416	46840017	47500009	47780368	46840017	47500009	659992	279480	0.9931	5.409	10	2	0		GDF2=HP:0011025:Abnormal cardiovascular system physiology
1067	NAHR_02873_chrY_21M	chrY	21506231	21529759	22164569	22188172	21529759	22164569	634810	23565	0.9869	4.315	8	5	0		RBMY1A1=HP:0000028:Cryptorchidism
1068	NAHR_02887_chrY_21M	chrY	21506231	21529759	22164569	22188172	21529759	22164569	634810	23565	0.9869	4.315	8	5	0		RBMY1A1=HP:0000028:Cryptorchidism
1069	NAHR_02877_chrY_21M	chrY	21875774	21899632	22398245	22422166	21899632	22398245	498613	23889	0.9828	4.303	7	5	0		PRY2=HP:0011462:Young adult onset
1070	NAHR_02891_chrY_21M	chrY	21875774	21899632	22398245	22422166	21899632	22398245	498613	23889	0.9828	4.303	7	5	0		PRY2=HP:0011462:Young adult onset
1071	NAHR_01905_chr22_10M	chr22	10834643	10874572	15864063	15903986	10874572	15864063	4989491	39926	0.9987	4.595	13	4	0		
1072	NAHR_01926_chr22_10M	chr22	10834643	10874572	15864063	15903986	10874572	15864063	4989491	39926	0.9987	4.595	13	4	0		
1073	NAHR_01559_chr17_46M	chr17	46509135	46564311	47013620	47064438	46564311	47013620	449309	52997	0.9722	4.593	12	4	0		NSF=HP:0001522:Death in infancy;WNT3=HP:0000003:Multicystic kidney dysplasia;WNT9B=HP:0001563:Fetal polyuria
1074	NAHR_01562_chr17_46M	chr17	46509135	46564311	47013620	47064438	46564311	47013620	449309	52997	0.9722	4.593	12	4	0		NSF=HP:0001522:Death in infancy;WNT3=HP:0000003:Multicystic kidney dysplasia;WNT9B=HP:0001563:Fetal polyuria
1075	NAHR_01554_chr17_46M	chr17	46292046	46346376	47014106	47064438	46346376	47014106	667730	52331	0.9725	4.589	15	4	0		NSF=HP:0001522:Death in infancy
1076	NAHR_01564_chr17_46M	chr17	46292046	46346376	47014106	47064438	46346376	47014106	667730	52331	0.9725	4.589	15	4	0		NSF=HP:0001522:Death in infancy
1077	NAHR_02067_chr22_22M	chr22	22627876	22641922	23306925	23321261	22641922	23306925	665003	14191	0.9659	4.010	12	6	0		
1078	NAHR_02079_chr22_22M	chr22	22627876	22641922	23306925	23321261	22641922	23306925	665003	14191	0.9659	4.010	12	6	0		
1079	NAHR_00210_chr1_145M	chr1	145289476	145301773	146984320	146996601	145301773	146984320	1682547	12289	0.9716	3.973	39	6	0		
1080	NAHR_00342_chr1_145M	chr1	145289476	145301773	146984320	146996601	145301773	146984320	1682547	12289	0.9716	3.973	39	6	0		
1081	NAHR_02337_chr7_51M	chr7	51388775	51410752	56374844	56396539	51410752	56374844	4964092	21836	0.9729	4.221	41	5	0		
1082	NAHR_02348_chr7_51M	chr7	51388775	51410752	56374844	56396539	51410752	56374844	4964092	21836	0.9729	4.221	41	5	0		
1083	NAHR_02423_chr7_75M	chr7	75492109	75515341	77039391	77062472	75515341	77039391	1524050	23156	0.9665	4.218	29	5	0		
1084	NAHR_02442_chr7_75M	chr7	75492109	75515341	77039391	77062472	75515341	77039391	1524050	23156	0.9665	4.218	29	5	0		
1085	NAHR_02900_chrY_23M	chrY	23150701	23185660	24835843	24871388	23185660	24835843	1650183	35252	0.9918	4.510	12	4	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1086	NAHR_02919_chrY_23M	chrY	23150701	23185660	24835843	24871388	23185660	24835843	1650183	35252	0.9918	4.510	12	4	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
1087	NAHR_02328_chr7_32M	chr7	32766883	32790280	34853198	34880022	32790280	34853198	2062918	25110	0.9547	4.200	16	5	0		NT5C3A=HP:6000240:Reduced circulating pyrimidine 5-prime-nucleotidase activity
1088	NAHR_02330_chr7_32M	chr7	32766883	32790280	34853198	34880022	32790280	34853198	2062918	25110	0.9547	4.200	16	5	0		NT5C3A=HP:6000240:Reduced circulating pyrimidine 5-prime-nucleotidase activity
1089	NAHR_02400_chr7_74M	chr7	74891742	74913086	77037231	77058788	74913086	77037231	2124145	21450	0.9661	4.184	45	5	0		
1090	NAHR_02441_chr7_74M	chr7	74891742	74913086	77037231	77058788	74913086	77037231	2124145	21450	0.9661	4.184	45	5	0		
1091	NAHR_01750_chr2_108M	chr2	108595887	108601811	109888416	109894385	108601811	109888416	1286605	5946	0.9776	3.690	14	7	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
1092	NAHR_01766_chr2_108M	chr2	108595887	108601811	109888416	109894385	108601811	109888416	1286605	5946	0.9776	3.690	14	7	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
1093	NAHR_02855_chrY_6M	chrY	6362051	6532742	9628424	9802672	6532742	9628424	3095682	172469	0.9965	5.218	27	2	0		TBL1Y=HP:0000407:Sensorineural hearing impairment
